"Latitude (decimal degrees):	51.790",,,,,Effiency,0.18,,,Date,EPV (kW),G_i (kW/m)
20130212:0456,0,0,0,-0.79,3.05,0,,,,,
20130212:0556,0,0,0,-1.05,3.1,0,,,,,
20130212:0656,0,0,0,-1.31,3.16,0,,,,,
20130212:0756,0,2.86,3.34,-1.19,3.25,0,,,,,
20130212:0856,10.62,48.39,11.07,-1.07,3.34,0,,,,,
20130212:0956,11.15,50.21,17.46,-0.96,3.43,0,,,,,
20130212:1056,25.76,98.18,22.02,-0.26,3.34,0,,,,,
20130212:1156,40.38,144.55,24.3,0.43,3.25,0,,,,,
20130212:1256,41.72,149.16,24.05,1.13,3.16,0,,,,,
20130212:1356,40.35,145.06,21.28,1.44,2.73,0,,,,,
20130212:1456,15.23,64.63,16.32,1.75,2.3,0,,,,,
20130212:1556,44.93,165.32,9.63,2.06,1.88,0,,,,,
20130212:1656,0.75,10.2,1.68,1.42,1.75,0,,,,,
20130212:1756,0,0,0,0.78,1.62,0,,,,,
20130212:1856,0,0,0,0.14,1.49,0,,,,,
20130212:1956,0,0,0,-0.51,1.83,0,,,,,
20130212:2056,0,0,0,-1.16,2.16,0,,,,,
20130212:2156,0,0,0,-1.81,2.5,0,,,,,
20130212:2256,0,0,0,-2,2.26,0,,,,,
20130212:2356,0,0,0,-2.19,2.03,0,,,,,
20130213:0056,0,0,0,-2.37,1.79,0,,,,,
20130213:0156,0,0,0,-2.58,1.96,0,,,,,
20130213:0256,0,0,0,-2.8,2.13,0,,,,,
20130213:0356,0,0,0,-3.01,2.3,0,,,,,
20130213:0456,0,0,0,-3.01,2.54,0,,,,,
20130213:0556,0,0,0,-3.01,2.77,0,,,,,
20130213:0656,0,0,0,-3.02,3.01,0,,,,,
20130213:0756,0,1.89,3.61,-2.56,3.29,0,,,,,
20130213:0856,14.73,62,11.36,-2.11,3.58,0,,,,,
20130213:0956,25.47,96.65,17.77,-1.66,3.86,0,,,,,
20130213:1056,20.93,82.45,22.34,-0.81,4.57,0,,,,,
20130213:1156,20.16,80.22,24.64,0.05,5.28,0,,,,,
20130213:1256,37.02,133.9,24.38,0.9,5.99,0,,,,,
20130213:1356,16.19,67.49,21.61,1.02,5.98,0,,,,,
20130213:1456,5.39,29.96,16.63,1.15,5.97,0,,,,,
20130213:1556,8.29,40.61,9.92,1.28,5.96,0,,,,,
20130213:1656,0.02,5.68,1.96,1.38,6.19,0,,,,,
20130213:1756,0,0,0,1.49,6.42,0,,,,,
20130213:1856,0,0,0,1.59,6.65,0,,,,,
20130213:1956,0,0,0,1.98,6.77,0,,,,,
20130213:2056,0,0,0,2.38,6.89,0,,,,,
20130213:2156,0,0,0,2.77,7.01,0,,,,,
20130213:2256,0,0,0,3.5,7.15,0,,,,,
20130213:2356,0,0,0,4.23,7.29,0,,,,,
20130214:0056,0,0,0,4.96,7.43,0,,,,,
20130214:0156,0,0,0,5.36,7.31,0,,,,,
20130214:0256,0,0,0,5.77,7.2,0,,,,,
20130214:0356,0,0,0,6.17,7.08,0,,,,,
20130214:0456,0,0,0,6.45,6.71,0,,,,,
20130214:0556,0,0,0,6.72,6.34,0,,,,,
20130214:0656,0,0,0,6.99,5.97,0,,,,,
20130214:0756,16.89,78.69,3.89,6.75,5.62,0,,,,,
20130214:0856,87.36,301.07,11.66,6.51,5.26,0,,,,,
20130214:0956,145.37,481.52,18.08,6.26,4.91,0,,,,,
20130214:1056,52.4,185.85,22.67,6.68,5.1,0,,,,,
20130214:1156,191.73,633.73,24.97,7.1,5.3,0,,,,,
20130214:1256,196.68,651.02,24.72,7.52,5.49,0,,,,,
20130214:1356,90.51,306.72,21.93,7.71,5.41,0,,,,,
20130214:1456,111.02,375.07,16.94,7.9,5.32,0,,,,,
20130214:1556,63.29,230.98,10.21,8.09,5.24,0,,,,,
20130214:1656,1.4,13.74,2.24,7.19,4.72,0,,,,,
20130214:1756,0,0,0,6.28,4.2,0,,,,,
20130214:1856,0,0,0,5.38,3.68,0,,,,,
20130214:1956,0,0,0,4.76,3.63,0,,,,,
20130214:2056,0,0,0,4.13,3.58,0,,,,,
20130214:2156,0,0,0,3.51,3.53,0,,,,,
20130214:2256,0,0,0,3.16,3.41,0,,,,,
20130214:2356,0,0,0,2.8,3.28,0,,,,,
20130215:0056,0,0,0,2.45,3.16,0,,,,,
20130215:0156,0,0,0,2.43,3.21,0,,,,,
20130215:0256,0,0,0,2.42,3.26,0,,,,,
20130215:0356,0,0,0,2.4,3.31,0,,,,,
20130215:0456,0,0,0,2.26,3.12,0,,,,,
20130215:0556,0,0,0,2.12,2.93,0,,,,,
20130215:0656,0,0,0,1.97,2.74,0,,,,,
20130215:0756,20.11,89.01,4.18,2.3,3.03,0,,,,,
20130215:0856,62,215.56,11.96,2.63,3.31,0,,,,,
20130215:0956,90.73,302.69,18.4,2.95,3.59,0,,,,,
20130215:1056,177.46,584.15,23.01,4.3,3.61,0,,,,,
20130215:1156,203.41,675.69,25.32,5.66,3.63,0,,,,,
20130215:1256,197.92,661.17,25.06,7.01,3.66,0,,,,,
20130215:1356,139.75,467.22,22.26,7.38,3.64,0,,,,,
20130215:1456,89.44,306.4,17.25,7.76,3.62,0,,,,,
20130215:1556,29.87,116.88,10.5,8.13,3.6,0,,,,,
20130215:1656,1.67,16.14,2.51,6.89,3.14,0,,,,,
20130215:1756,0,0,0,5.64,2.69,0,,,,,
20130215:1856,0,0,0,4.4,2.23,0,,,,,
20130215:1956,0,0,0,3.68,2.11,0,,,,,
20130215:2056,0,0,0,2.97,1.99,0,,,,,
20130215:2156,0,0,0,2.25,1.86,0,,,,,
20130215:2256,0,0,0,1.74,1.79,0,,,,,
20130215:2356,0,0,0,1.23,1.72,0,,,,,
20130216:0056,0,0,0,0.73,1.66,0,,,,,
20130216:0156,0,0,0,0.42,1.56,0,,,,,
20130216:0256,0,0,0,0.11,1.47,0,,,,,
20130216:0356,0,0,0,-0.2,1.38,0,,,,,
20130216:0456,0,0,0,-0.57,1.37,0,,,,,
20130216:0556,0,0,0,-0.94,1.36,0,,,,,
20130216:0656,0,0,0,-1.31,1.35,0,,,,,
20130216:0756,21.12,91.42,4.46,-0.37,1.14,0,,,,,
20130216:0856,92.27,313.36,12.26,0.57,0.94,0,,,,,
20130216:0956,68.6,234.38,18.72,1.5,0.73,0,,,,,
20130216:1056,72.46,248.38,23.34,3.53,1.06,0,,,,,
20130216:1156,87.86,299.67,25.66,5.55,1.39,0,,,,,
20130216:1256,102.79,350.36,25.4,7.58,1.72,0,,,,,
20130216:1356,98.52,336.28,22.59,7.81,1.99,0,,,,,
20130216:1456,47.75,173.11,17.56,8.05,2.26,0,,,,,
20130216:1556,51.18,189.86,10.8,8.28,2.52,0,,,,,
20130216:1656,0.78,10.67,2.79,7.06,2.36,0,,,,,
20130216:1756,0,0,0,5.85,2.19,0,,,,,
20130216:1856,0,0,0,4.63,2.03,0,,,,,
20130216:1956,0,0,0,4.07,1.98,0,,,,,
20130216:2056,0,0,0,3.51,1.94,0,,,,,
20130216:2156,0,0,0,2.95,1.89,0,,,,,
20130216:2256,0,0,0,2.87,1.95,0,,,,,
20130216:2356,0,0,0,2.78,2.01,0,,,,,
20130217:0056,0,0,0,2.7,2.07,0,,,,,
20130217:0156,0,0,0,2.17,2.11,0,,,,,
20130217:0256,0,0,0,1.63,2.15,0,,,,,
20130217:0356,0,0,0,1.1,2.19,0,,,,,
20130217:0456,0,0,0,0.93,2.27,0,,,,,
20130217:0556,0,0,0,0.76,2.35,0,,,,,
20130217:0656,0,0,0,0.59,2.43,0,,,,,
20130217:0756,23.69,100.72,4.76,1.2,2.72,0,,,,,
20130217:0856,28.44,107.82,12.57,1.81,3.02,0,,,,,
20130217:0956,42.03,150.67,19.05,2.42,3.31,0,,,,,
20130217:1056,67.11,230.11,23.68,3.9,3.54,0,,,,,
20130217:1156,199.02,659.28,26.01,5.39,3.76,0,,,,,
20130217:1256,202.02,673.24,25.75,6.87,3.99,0,,,,,
20130217:1356,177.28,589.01,22.92,7.09,4.42,0,,,,,
20130217:1456,131.9,442.39,17.88,7.32,4.86,0,,,,,
20130217:1556,39.72,149.28,11.09,7.54,5.3,0,,,,,
20130217:1656,8.05,49.1,3.07,6.28,4.6,0,,,,,
20130217:1756,0,0,0,5.01,3.9,0,,,,,
20130217:1856,0,0,0,3.75,3.2,0,,,,,
20130217:1956,0,0,0,3.11,3.36,0,,,,,
20130217:2056,0,0,0,2.48,3.52,0,,,,,
20130217:2156,0,0,0,1.84,3.68,0,,,,,
20130217:2256,0,0,0,1.77,3.78,0,,,,,
20130217:2356,0,0,0,1.69,3.89,0,,,,,
20130218:0056,0,0,0,1.62,3.99,0,,,,,
20130218:0156,0,0,0,1.54,3.75,0,,,,,
20130218:0256,0,0,0,1.46,3.52,0,,,,,
20130218:0356,0,0,0,1.38,3.28,0,,,,,
20130218:0456,0,0,0,1.16,3.28,0,,,,,
20130218:0556,0,0,0,0.94,3.28,0,,,,,
20130218:0656,0,0,0,0.72,3.28,0,,,,,
20130218:0756,26.85,111.41,5.06,0.94,3.4,0,,,,,
20130218:0856,100.85,337.57,12.88,1.15,3.51,0,,,,,
20130218:0956,159.79,520.06,19.38,1.36,3.63,0,,,,,
20130218:1056,196.4,641.63,24.03,2.57,3.8,0,,,,,
20130218:1156,212.62,699.38,26.36,3.78,3.97,0,,,,,
20130218:1256,207.25,684.35,26.09,4.99,4.14,0,,,,,
20130218:1356,180.58,596.98,23.26,5.54,4.06,0,,,,,
20130218:1456,103.61,349.12,18.19,6.1,3.98,0,,,,,
20130218:1556,72.21,258.56,11.39,6.66,3.9,0,,,,,
20130218:1656,8.63,50.67,3.35,5.1,3.45,0,,,,,
20130218:1756,0,0,0,3.54,2.99,0,,,,,
20130218:1856,0,0,0,1.98,2.54,0,,,,,
20130218:1956,0,0,0,0.99,2.45,0,,,,,
20130218:2056,0,0,0,-0.01,2.36,0,,,,,
20130218:2156,0,0,0,-1,2.28,0,,,,,
20130218:2256,0,0,0,-1.58,2.32,0,,,,,
20130218:2356,0,0,0,-2.17,2.37,0,,,,,
20130219:0056,0,0,0,-2.75,2.41,0,,,,,
20130219:0156,0,0,0,-2.63,2.23,0,,,,,
20130219:0256,0,0,0,-2.51,2.04,0,,,,,
20130219:0356,0,0,0,-2.39,1.85,0,,,,,
20130219:0456,0,0,0,-2.94,1.49,0,,,,,
20130219:0556,0,0,0,-3.5,1.14,0,,,,,
20130219:0656,0,0,0,-4.06,0.79,0,,,,,
20130219:0756,29,117.1,5.36,-2.96,0.72,0,,,,,
20130219:0856,100.34,336.03,13.2,-1.87,0.66,0,,,,,
20130219:0956,158.5,523.68,19.71,-0.78,0.59,0,,,,,
20130219:1056,193.11,647.38,24.38,1.36,0.7,0,,,,,
20130219:1156,207.4,705.02,26.72,3.5,0.8,0,,,,,
20130219:1256,201.51,689.9,26.45,5.64,0.91,0,,,,,
20130219:1356,176.54,603.4,23.6,6.37,0.81,0,,,,,
20130219:1456,132.75,456.02,18.51,7.11,0.72,0,,,,,
20130219:1556,72.73,264.46,11.68,7.84,0.62,0,,,,,
20130219:1656,9.77,55.6,3.63,6.14,1.19,0,,,,,
20130219:1756,0,0,0,4.43,1.75,0,,,,,
20130219:1856,0,0,0,2.73,2.32,0,,,,,
20130219:1956,0,0,0,1.36,2.48,0,,,,,
20130219:2056,0,0,0,-0.02,2.64,0,,,,,
20130219:2156,0,0,0,-1.39,2.8,0,,,,,
20130219:2256,0,0,0,-1.51,2.69,0,,,,,
20130219:2356,0,0,0,-1.63,2.57,0,,,,,
20130220:0056,0,0,0,-1.75,2.46,0,,,,,
20130220:0156,0,0,0,-1.22,2.33,0,,,,,
20130220:0256,0,0,0,-0.68,2.2,0,,,,,
20130220:0356,0,0,0,-0.15,2.07,0,,,,,
20130220:0456,0,0,0,-0.01,2.26,0,,,,,
20130220:0556,0,0,0,0.12,2.46,0,,,,,
20130220:0656,0,0,0,0.25,2.65,0,,,,,
20130220:0756,28.84,117.32,5.66,0.74,3.48,0,,,,,
20130220:0856,13.59,58.91,13.52,1.22,4.3,0,,,,,
20130220:0956,14.66,62.59,20.05,1.7,5.13,0,,,,,
20130220:1056,46.27,163.67,24.73,2.34,5.37,0,,,,,
20130220:1156,41.26,148.47,27.08,2.99,5.61,0,,,,,
20130220:1256,65.48,224.18,26.8,3.63,5.85,0,,,,,
20130220:1356,171.78,558.61,23.93,3.71,5.71,0,,,,,
20130220:1456,144.59,474.81,18.83,3.79,5.57,0,,,,,
20130220:1556,80.01,279.49,11.98,3.87,5.43,0,,,,,
20130220:1656,12.32,65.55,3.91,2.69,5.5,0,,,,,
20130220:1756,0,0,0,1.51,5.57,0,,,,,
20130220:1856,0,0,0,0.33,5.64,0,,,,,
20130220:1956,0,0,0,-0.34,5.6,0,,,,,
20130220:2056,0,0,0,-1.02,5.56,0,,,,,
20130220:2156,0,0,0,-1.69,5.52,0,,,,,
20130220:2256,0,0,0,-1.68,5.28,0,,,,,
20130220:2356,0,0,0,-1.67,5.05,0,,,,,
20130221:0056,0,0,0,-1.65,4.81,0,,,,,
20130221:0156,0,0,0,-1.71,4.96,0,,,,,
20130221:0256,0,0,0,-1.77,5.11,0,,,,,
20130221:0356,0,0,0,-1.83,5.26,0,,,,,
20130221:0456,0,0,0,-1.91,4.56,0,,,,,
20130221:0556,0,0,0,-2,3.87,0,,,,,
20130221:0656,0,0,0,-2.09,3.17,0,,,,,
20130221:0756,14.67,64.06,5.97,-1.76,3.69,0,,,,,
20130221:0856,34.82,126.18,13.84,-1.44,4.2,0,,,,,
20130221:0956,78.26,258.62,20.39,-1.12,4.72,0,,,,,
20130221:1056,56.28,192.76,25.08,-0.19,5.08,0,,,,,
20130221:1156,39.56,141.87,27.44,0.75,5.44,0,,,,,
20130221:1256,45.64,161.3,27.16,1.68,5.81,0,,,,,
20130221:1356,36.52,132.84,24.28,1.71,5.7,0,,,,,
20130221:1456,24.1,93.46,19.15,1.74,5.59,0,,,,,
20130221:1556,14.99,63.73,12.28,1.77,5.48,0,,,,,
20130221:1656,15.06,63.99,4.19,0.84,5.21,0,,,,,
20130221:1756,0,0,0,-0.08,4.95,0,,,,,
20130221:1856,0,0,0,-1.01,4.69,0,,,,,
20130221:1956,0,0,0,-1.56,4.54,0,,,,,
20130221:2056,0,0,0,-2.12,4.4,0,,,,,
20130221:2156,0,0,0,-2.67,4.25,0,,,,,
20130221:2256,0,0,0,-2.69,4.19,0,,,,,
20130221:2356,0,0,0,-2.71,4.13,0,,,,,
20130222:0056,0,0,0,-2.73,4.07,0,,,,,
20130222:0156,0,0,0,-2.72,3.98,0,,,,,
20130222:0256,0,0,0,-2.72,3.89,0,,,,,
20130222:0356,0,0,0,-2.71,3.81,0,,,,,
20130222:0456,0,0,0,-2.81,3.86,0,,,,,
20130222:0556,0,0,0,-2.91,3.92,0,,,,,
20130222:0656,0,0,0,-3.01,3.97,0,,,,,
20130222:0756,22.03,89.56,6.28,-2.51,4.21,0,,,,,
20130222:0856,22.95,88.54,14.17,-2.01,4.44,0,,,,,
20130222:0956,41.44,146.32,20.73,-1.52,4.68,0,,,,,
20130222:1056,45.47,159.39,25.44,-0.57,4.98,0,,,,,
20130222:1156,108.57,353.24,27.8,0.39,5.29,0,,,,,
20130222:1256,43.63,154.89,27.51,1.34,5.6,0,,,,,
20130222:1356,33.72,123.9,24.62,1.42,5.76,0,,,,,
20130222:1456,21.51,85.02,19.47,1.5,5.92,0,,,,,
20130222:1556,17.57,72.3,12.58,1.58,6.08,0,,,,,
20130222:1656,6.88,38.07,4.47,0.87,5.5,0,,,,,
20130222:1756,0,0,0,0.15,4.92,0,,,,,
20130222:1856,0,0,0,-0.56,4.34,0,,,,,
20130222:1956,0,0,0,-1.16,4.22,0,,,,,
20130222:2056,0,0,0,-1.77,4.09,0,,,,,
20130222:2156,0,0,0,-2.37,3.96,0,,,,,
20130222:2256,0,0,0,-2.4,3.89,0,,,,,
20130222:2356,0,0,0,-2.44,3.83,0,,,,,
20130223:0056,0,0,0,-2.47,3.77,0,,,,,
20130223:0156,0,0,0,-2.58,3.54,0,,,,,
20130223:0256,0,0,0,-2.68,3.31,0,,,,,
20130223:0356,0,0,0,-2.79,3.08,0,,,,,
20130223:0456,0,0,0,-2.82,3.2,0,,,,,
20130223:0556,0,0,0,-2.85,3.31,0,,,,,
20130223:0656,0,0,0,-2.88,3.43,0,,,,,
20130223:0756,15.86,67.71,6.6,-2.37,3.6,0,,,,,
20130223:0856,49.33,170.97,14.5,-1.87,3.76,0,,,,,
20130223:0956,39.09,139.3,21.08,-1.37,3.92,0,,,,,
20130223:1056,53.37,183.77,25.8,-0.57,4.39,0,,,,,
20130223:1156,71.66,240.37,28.17,0.23,4.86,0,,,,,
20130223:1256,39.58,142.09,27.88,1.03,5.32,0,,,,,
20130223:1356,14.66,62.49,24.96,1.26,5.01,0,,,,,
20130223:1456,26.68,101.69,19.79,1.5,4.7,0,,,,,
20130223:1556,28,106.62,12.88,1.74,4.39,0,,,,,
20130223:1656,12.51,62.91,4.76,1,3.77,0,,,,,
20130223:1756,0,0,0,0.26,3.15,0,,,,,
20130223:1856,0,0,0,-0.48,2.54,0,,,,,
20130223:1956,0,0,0,-0.9,2.63,0,,,,,
20130223:2056,0,0,0,-1.33,2.73,0,,,,,
20130223:2156,0,0,0,-1.75,2.83,0,,,,,
20130223:2256,0,0,0,-1.94,2.82,0,,,,,
20130223:2356,0,0,0,-2.13,2.82,0,,,,,
20130224:0056,0,0,0,-2.32,2.81,0,,,,,
20130224:0156,0,0,0,-2.32,3.07,0,,,,,
20130224:0256,0,0,0,-2.32,3.32,0,,,,,
20130224:0356,0,0,0,-2.32,3.57,0,,,,,
20130224:0456,0,0,0,-2.19,3.78,0,,,,,
20130224:0556,0,0,0,-2.07,3.99,0,,,,,
20130224:0656,0,0,0,-1.95,4.19,0,,,,,
20130224:0756,8.08,39.68,6.92,-1.58,4.92,0,,,,,
20130224:0856,15.51,64.68,14.84,-1.22,5.65,0,,,,,
20130224:0956,18.62,74.92,21.43,-0.86,6.37,0,,,,,
20130224:1056,35.44,128.62,26.17,0.17,6.01,0,,,,,
20130224:1156,41.65,148.64,28.54,1.2,5.65,0,,,,,
20130224:1256,39.89,143.8,28.24,2.23,5.28,0,,,,,
20130224:1356,36.79,134.05,25.31,2.37,5.68,0,,,,,
20130224:1456,15.08,64.19,20.11,2.52,6.08,0,,,,,
20130224:1556,14.62,62.68,13.18,2.66,6.48,0,,,,,
20130224:1656,3.8,24.12,5.04,1.98,5.51,0,,,,,
20130224:1756,0,0,0,1.29,4.54,0,,,,,
20130224:1856,0,0,0,0.61,3.57,0,,,,,
20130224:1956,0,0,0,-0.13,3.81,0,,,,,
20130224:2056,0,0,0,-0.86,4.05,0,,,,,
20130224:2156,0,0,0,-1.6,4.29,0,,,,,
20130224:2256,0,0,0,-1.58,4.23,0,,,,,
20130224:2356,0,0,0,-1.57,4.18,0,,,,,
20130225:0056,0,0,0,-1.55,4.12,0,,,,,
20130225:0156,0,0,0,-1.35,4.47,0,,,,,
20130225:0256,0,0,0,-1.16,4.81,0,,,,,
20130225:0356,0,0,0,-0.96,5.16,0,,,,,
20130225:0456,0,0,0,-0.62,5.02,0,,,,,
20130225:0556,0,0,0,-0.28,4.87,0,,,,,
20130225:0656,0,0,0,0.05,4.73,0,,,,,
20130225:0756,7.13,36.45,7.25,0.66,4.59,0,,,,,
20130225:0856,13.63,59.05,15.18,1.27,4.45,0,,,,,
20130225:0956,21.49,85.17,21.79,1.88,4.3,0,,,,,
20130225:1056,42.01,150.74,26.54,2.6,4.62,0,,,,,
20130225:1156,31.37,117.46,28.91,3.32,4.94,0,,,,,
20130225:1256,32.08,120.03,28.6,4.04,5.26,0,,,,,
20130225:1356,25.54,99.06,25.65,4.19,5.48,0,,,,,
20130225:1456,12.28,55.11,20.44,4.35,5.7,0,,,,,
20130225:1556,13.69,59.96,13.48,4.5,5.92,0,,,,,
20130225:1656,3.48,22.87,5.32,4.04,5.68,0,,,,,
20130225:1756,0,0,0,3.58,5.45,0,,,,,
20130225:1856,0,0,0,3.12,5.21,0,,,,,
20130225:1956,0,0,0,2.78,5.37,0,,,,,
20130225:2056,0,0,0,2.44,5.54,0,,,,,
20130225:2156,0,0,0,2.1,5.7,0,,,,,
20130225:2256,0,0,0,1.95,5.81,0,,,,,
20130225:2356,0,0,0,1.8,5.92,0,,,,,
20130226:0056,0,0,0,1.65,6.03,0,,,,,
20130226:0156,0,0,0,1.46,5.83,0,,,,,
20130226:0256,0,0,0,1.27,5.62,0,,,,,
20130226:0356,0,0,0,1.08,5.42,0,,,,,
20130226:0456,0,0,0,1.11,5.47,0,,,,,
20130226:0556,0,0,0,1.13,5.51,0,,,,,
20130226:0656,0,0,0,1.15,5.56,0,,,,,
20130226:0756,3.87,24.08,7.57,1.51,5.58,0,,,,,
20130226:0856,9.82,46.08,15.52,1.87,5.6,0,,,,,
20130226:0956,11.94,53.51,22.14,2.22,5.61,0,,,,,
20130226:1056,16.82,70.12,26.91,2.96,5.47,0,,,,,
20130226:1156,16.03,67.69,29.29,3.7,5.33,0,,,,,
20130226:1256,28.55,108.91,28.97,4.44,5.19,0,,,,,
20130226:1356,25.08,97.79,26,4.67,4.91,0,,,,,
20130226:1456,12.57,56.23,20.76,4.91,4.64,0,,,,,
20130226:1556,8.43,41.71,13.78,5.14,4.37,0,,,,,
20130226:1656,18.07,86.59,5.61,4.68,4.33,0,,,,,
20130226:1756,0,0,0,4.21,4.28,0,,,,,
20130226:1856,0,0,0,3.75,4.23,0,,,,,
20130226:1956,0,0,0,3.39,4.27,0,,,,,
20130226:2056,0,0,0,3.02,4.3,0,,,,,
20130226:2156,0,0,0,2.66,4.33,0,,,,,
20130226:2256,0,0,0,2.55,4.43,0,,,,,
20130226:2356,0,0,0,2.44,4.52,0,,,,,
20130227:0056,0,0,0,2.34,4.62,0,,,,,
20130227:0156,0,0,0,2.04,4.43,0,,,,,
20130227:0256,0,0,0,1.75,4.24,0,,,,,
20130227:0356,0,0,0,1.45,4.06,0,,,,,
20130227:0456,0,0,0,1.24,3.97,0,,,,,
20130227:0556,0,0,0,1.03,3.88,0,,,,,
20130227:0656,0,0,0,0.82,3.79,0,,,,,
20130227:0756,11.37,51.82,7.9,0.92,4.06,0,,,,,
20130227:0856,14.99,63.56,15.86,1.02,4.34,0,,,,,
20130227:0956,22.31,87.55,22.51,1.11,4.61,0,,,,,
20130227:1056,30.96,115.47,27.28,1.85,4.73,0,,,,,
20130227:1156,35.73,130.96,29.66,2.59,4.85,0,,,,,
20130227:1256,45.76,162.97,29.34,3.33,4.97,0,,,,,
20130227:1356,69.55,237.25,26.35,3.71,4.95,0,,,,,
20130227:1456,153.65,504.91,21.09,4.09,4.93,0,,,,,
20130227:1556,89.96,310.76,14.09,4.47,4.91,0,,,,,
20130227:1656,22.63,102.52,5.89,3.73,4.69,0,,,,,
20130227:1756,0,0,0,2.98,4.46,0,,,,,
20130227:1856,0,0,0,2.24,4.23,0,,,,,
20130227:1956,0,0,0,1.69,4.17,0,,,,,
20130227:2056,0,0,0,1.15,4.1,0,,,,,
20130227:2156,0,0,0,0.6,4.03,0,,,,,
20130227:2256,0,0,0,0.49,4.09,0,,,,,
20130227:2356,0,0,0,0.37,4.15,0,,,,,
20130228:0056,0,0,0,0.26,4.21,0,,,,,
20130228:0156,0,0,0,0.46,4,0,,,,,
20130228:0256,0,0,0,0.67,3.78,0,,,,,
20130228:0356,0,0,0,0.87,3.57,0,,,,,
20130228:0456,0,0,0,0.58,3.52,0,,,,,
20130228:0556,0,0,0,0.28,3.46,0,,,,,
20130228:0656,0,0,-0.56,-0.02,3.41,0,,,,,
20130228:0756,11.86,53.34,8.24,0.37,3.69,0,,,,,
20130228:0856,23.98,92.83,16.21,0.75,3.98,0,,,,,
20130228:0956,38.73,139.57,22.87,1.13,4.26,0,,,,,
20130228:1056,83.73,279.88,27.66,2.42,4.63,0,,,,,
20130228:1156,161.18,525.86,30.04,3.71,4.99,0,,,,,
20130228:1256,133.7,439.98,29.71,5,5.35,0,,,,,
20130228:1356,136.53,449.67,26.7,5.58,5.54,0,,,,,
20130228:1456,139.11,460.6,21.41,6.17,5.73,0,,,,,
20130228:1556,71.58,251.6,14.39,6.75,5.92,0,,,,,
20130228:1656,16.66,77.13,6.17,5.72,5.42,0,,,,,
20130228:1756,0,0,0,4.7,4.92,0,,,,,
20130228:1856,0,0,0,3.67,4.43,0,,,,,
20130228:1956,0,0,0,2.87,4.36,0,,,,,
20130228:2056,0,0,0,2.06,4.29,0,,,,,
20130228:2156,0,0,0,1.26,4.22,0,,,,,
20130228:2256,0,0,0,1.13,4.2,0,,,,,
20130228:2356,0,0,0,1,4.18,0,,,,,
20130301:0056,0,0,0,0.88,4.17,0,,,,,
20130301:0156,0,0,0,1.23,3.73,0,,,,,
20130301:0256,0,0,0,1.58,3.3,0,,,,,
20130301:0356,0,0,0,1.93,2.87,0,,,,,
20130301:0456,0,0,0,2.08,3.28,0,,,,,
20130301:0556,0,0,0,2.24,3.69,0,,,,,
20130301:0656,0,0,-0.23,2.39,4.1,0,,,,,
20130301:0756,9.64,45.77,8.57,2.72,4.74,0,,,,,
20130301:0856,27.18,103.89,16.56,3.06,5.37,0,,,,,
20130301:0956,39.48,142.98,23.24,3.39,6.01,0,,,,,
20130301:1056,51.94,182.46,28.03,3.86,5.89,0,,,,,
20130301:1156,61.34,212.3,30.43,4.32,5.77,0,,,,,
20130301:1256,55.1,193.21,30.08,4.79,5.66,0,,,,,
20130301:1356,54.16,190.41,27.05,5.06,5.49,0,,,,,
20130301:1456,30.39,115.22,21.74,5.34,5.32,0,,,,,
20130301:1556,19.6,80.18,14.69,5.61,5.16,0,,,,,
20130301:1656,9.48,46.87,6.46,4.88,4.74,0,,,,,
20130301:1756,0,0,0,4.14,4.33,0,,,,,
20130301:1856,0,0,0,3.4,3.92,0,,,,,
20130301:1956,0,0,0,2.97,3.79,0,,,,,
20130301:2056,0,0,0,2.55,3.66,0,,,,,
20130301:2156,0,0,0,2.12,3.53,0,,,,,
20130301:2256,0,0,0,2.09,3.43,0,,,,,
20130301:2356,0,0,0,2.05,3.34,0,,,,,
20130302:0056,0,0,0,2.02,3.24,0,,,,,
20130302:0156,0,0,0,1.69,2.87,0,,,,,
20130302:0256,0,0,0,1.36,2.5,0,,,,,
20130302:0356,0,0,0,1.03,2.12,0,,,,,
20130302:0456,0,0,0,0.68,2.02,0,,,,,
20130302:0556,0,0,0,0.34,1.91,0,,,,,
20130302:0656,3.27,21.56,0.1,-0.01,1.81,0,,,,,
20130302:0756,56.14,205.55,8.91,0.49,1.93,0,,,,,
20130302:0856,47.81,168.52,16.91,1,2.05,0,,,,,
20130302:0956,32.39,120.2,23.6,1.5,2.17,0,,,,,
20130302:1056,43.18,154.98,28.42,2.39,1.99,0,,,,,
20130302:1156,46.7,166.82,30.81,3.28,1.81,0,,,,,
20130302:1256,72.31,248.89,30.46,4.17,1.63,0,,,,,
20130302:1356,167.32,560.5,27.41,4.5,1.6,0,,,,,
20130302:1456,155.37,522.85,22.06,4.83,1.56,0,,,,,
20130302:1556,94,328.24,14.99,5.16,1.53,0,,,,,
20130302:1656,26.89,118.62,6.74,4.36,1.54,0,,,,,
20130302:1756,0,0,0,3.55,1.55,0,,,,,
20130302:1856,0,0,0,2.75,1.56,0,,,,,
20130302:1956,0,0,0,2.2,1.47,0,,,,,
20130302:2056,0,0,0,1.64,1.38,0,,,,,
20130302:2156,0,0,0,1.09,1.3,0,,,,,
20130302:2256,0,0,0,0.66,1.39,0,,,,,
20130302:2356,0,0,0,0.23,1.49,0,,,,,
20130303:0056,0,0,0,-0.19,1.59,0,,,,,
